mean_reversion_level,action_threshold,threshold_re,threshold_de,enabled,E[Wealth],Std,Sharpe,Trades,Broke%,Min,Median,Max
50.0,2.0,0.3,0.6,True,954.3254681263755,425.7710751879391,2.006537122676238,380.24,3.0,-42.77744101459393,912.1412527817355,2061.1088522142654
50.0,2.0,0.3,0.8,True,890.9347719075034,380.34418947983113,2.0795237413491368,326.18,2.0,-97.18997024595774,882.661788768459,1918.5630033539064
50.0,2.0,0.3,1.0,True,758.8599100748297,319.58812538143235,2.061590709255772,256.61,1.0,-89.91946573518726,728.9164381474508,1643.6403311345075
50.0,2.0,0.3,1.2,True,581.8108155696932,244.97609512196624,1.9667666566805797,181.09,1.0,-36.91210182563191,559.50125130775,1277.4788305241436
50.0,2.0,0.3,1.4,True,393.86432691090175,164.6702967720481,1.7845618345954404,106.61,0.0,32.744520423293125,393.8118656448489,867.5976530217158
50.0,2.0,0.3,1.6,True,235.94360099181267,101.00776931090107,1.3458727177053025,46.8,0.0,45.13424399770793,216.64700557409913,613.1369707880185
50.0,2.0,0.3,1.8,True,126.38676323066498,37.086553205405366,0.7114913883886926,8.41,0.0,71.30382726435886,116.30122411852301,316.8210010453255
50.0,2.0,0.3,2.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,0.6,0.0,True,935.6796021624934,455.5782786916733,1.8343271425547167,413.84,4.0,-191.3917701552964,925.7016091246272,2056.6292892196425
50.0,2.0,0.6,0.2,True,935.6796021624934,455.5782786916733,1.8343271425547167,413.84,4.0,-191.3917701552964,925.7016091246272,2056.6292892196425
50.0,2.0,0.6,0.4,True,951.7398549847967,453.28379589883787,1.8790432455143062,409.29,4.0,-170.97169148306511,946.0619211704404,2063.3810510805242
50.0,2.0,0.6,0.6,True,953.7794295606311,425.39395708351583,2.007032341065936,380.12,3.0,-42.77744101459393,912.1412527817355,2061.1088522142654
50.0,2.0,0.6,0.8,True,890.5641186136085,379.96312252062677,2.080633808273569,326.09,2.0,-97.18997024595774,882.661788768459,1918.5630033539064
50.0,2.0,0.6,1.0,True,758.5696207501677,319.52976937520526,2.0610587302644956,256.52,1.0,-89.91946573518726,728.9164381474508,1643.6403311345075
50.0,2.0,0.6,1.2,True,581.4426643160455,245.072616969522,1.9644898327254539,180.99,1.0,-36.91210182563191,556.2942590983741,1277.4788305241436
50.0,2.0,0.6,1.4,True,393.5790471932621,164.7205677945797,1.782285303674886,106.53,0.0,32.744520423293125,393.8118656448489,867.5976530217158
50.0,2.0,0.6,1.6,True,235.77840766967708,101.09520758395738,1.3430746215829872,46.75,0.0,45.13424399770793,216.64700557409913,613.1369707880185
50.0,2.0,0.6,1.8,True,126.38676323066498,37.086553205405366,0.7114913883886926,8.41,0.0,71.30382726435886,116.30122411852301,316.8210010453255
50.0,2.0,0.6,2.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,0.9,0.0,True,339.63184995696736,181.7170033837186,1.3187090117866085,111.04,3.0,-96.0914050420979,326.62270107944164,841.9467556232357
50.0,2.0,0.9,0.2,True,339.63184995696736,181.7170033837186,1.3187090117866085,111.04,3.0,-96.0914050420979,326.62270107944164,841.9467556232357
50.0,2.0,0.9,0.4,True,342.00646892878285,179.96147476666687,1.3447682024308916,109.54,2.0,-97.42599069703465,324.9317511707885,842.5908994103429
50.0,2.0,0.9,0.6,True,338.1016590493665,168.4818130245599,1.4132187609748597,101.51,2.0,-51.8809303684252,325.60428594366346,822.391927455813
50.0,2.0,0.9,0.8,True,314.43073292642634,150.70817463563415,1.42282084860263,85.99,1.0,-56.528016542526984,305.61959647410333,714.8516391686176
50.0,2.0,0.9,1.0,True,275.05044145880515,132.4728219976284,1.3214064501618228,67.7,1.0,-15.160088101017436,268.5841525521458,648.8422723780297
50.0,2.0,0.9,1.2,True,229.0660351353705,106.66683236361725,1.2099921997814322,47.61,0.0,30.958988192552624,226.22604661001475,483.81640245866924
50.0,2.0,0.9,1.4,True,180.67654435778942,71.74756984295709,1.1244498529270928,28.06,0.0,16.58319478525209,167.10818133438096,380.18081353142225
50.0,2.0,0.9,1.6,True,135.07724234333472,37.88600716804982,0.9258627383916085,11.85,0.0,85.05699517022725,122.63269900070232,262.4060551113278
50.0,2.0,0.9,1.8,True,105.2697690391004,11.329774670186588,0.4651256704131442,2.08,0.0,82.87398314214613,100.0,177.64969773367017
50.0,2.0,0.9,2.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.2,0.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.2,0.2,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.2,0.4,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.2,0.6,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.2,0.8,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.2,1.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.2,1.2,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.2,1.4,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.2,1.6,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.2,1.8,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.2,2.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.5,0.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.5,0.2,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.5,0.4,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.5,0.6,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.5,0.8,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.5,1.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.5,1.2,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.5,1.4,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.5,1.6,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.5,1.8,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.0,1.5,2.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,0.0,0.0,True,930.9610075165851,437.00790933793144,1.9014781878330167,348.53,4.0,-168.55784176007728,934.9387300657044,2031.5209979273031
50.0,2.5,0.0,0.2,True,930.9610075165851,437.00790933793144,1.9014781878330167,348.53,4.0,-168.55784176007728,934.9387300657044,2031.5209979273031
50.0,2.5,0.0,0.4,True,942.336263293836,433.874634017991,1.9414277702598022,344.75,3.0,-153.60268894398996,954.243451270479,2038.268453185151
50.0,2.5,0.0,0.6,True,933.4730653889898,406.39394837214684,2.050899302825627,320.61,2.0,-48.9948495951985,898.8384464241888,2043.5204934268177
50.0,2.5,0.0,0.8,True,862.4278714974869,358.81988357200913,2.124820575458663,274.66,1.0,-63.77542084114157,857.8182592298868,1888.7969197377042
50.0,2.5,0.0,1.0,True,729.8437145399721,298.48988086882343,2.11010072672034,215.25,1.0,-53.31036203843087,712.9727483895725,1572.778563634094
50.0,2.5,0.0,1.2,True,557.137638811887,228.98077214435295,1.9964018573738604,151.4,1.0,-19.207695988452997,531.5267173537451,1199.6179229593577
50.0,2.5,0.0,1.4,True,375.61708840437285,151.93798252886555,1.8140104522712774,89.01,0.0,54.50678338764283,373.82670057232997,789.4959633985081
50.0,2.5,0.0,1.6,True,226.69704112979997,93.81027845287768,1.3505667312717955,39.12,0.0,64.90737547794754,202.320006643697,571.5324025332329
50.0,2.5,0.0,1.8,True,124.49132211841983,35.06995914829674,0.6983561633150438,6.91,0.0,86.23901123246236,114.01000052020889,301.52824938991444
50.0,2.5,0.0,2.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,0.3,0.0,True,930.9610075165851,437.00790933793144,1.9014781878330167,348.53,4.0,-168.55784176007728,934.9387300657044,2031.5209979273031
50.0,2.5,0.3,0.2,True,930.9610075165851,437.00790933793144,1.9014781878330167,348.53,4.0,-168.55784176007728,934.9387300657044,2031.5209979273031
50.0,2.5,0.3,0.4,True,942.336263293836,433.874634017991,1.9414277702598022,344.75,3.0,-153.60268894398996,954.243451270479,2038.268453185151
50.0,2.5,0.3,0.6,True,933.4730653889898,406.39394837214684,2.050899302825627,320.61,2.0,-48.9948495951985,898.8384464241888,2043.5204934268177
50.0,2.5,0.3,0.8,True,862.4278714974869,358.81988357200913,2.124820575458663,274.66,1.0,-63.77542084114157,857.8182592298868,1888.7969197377042
50.0,2.5,0.3,1.0,True,729.8437145399721,298.48988086882343,2.11010072672034,215.25,1.0,-53.31036203843087,712.9727483895725,1572.778563634094
50.0,2.5,0.3,1.2,True,557.137638811887,228.98077214435295,1.9964018573738604,151.4,1.0,-19.207695988452997,531.5267173537451,1199.6179229593577
50.0,2.5,0.3,1.4,True,375.61708840437285,151.93798252886555,1.8140104522712774,89.01,0.0,54.50678338764283,373.82670057232997,789.4959633985081
50.0,2.5,0.3,1.6,True,226.69704112979997,93.81027845287768,1.3505667312717955,39.12,0.0,64.90737547794754,202.320006643697,571.5324025332329
50.0,2.5,0.3,1.8,True,124.49132211841983,35.06995914829674,0.6983561633150438,6.91,0.0,86.23901123246236,114.01000052020889,301.52824938991444
50.0,2.5,0.3,2.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,0.6,0.0,True,930.5326813103343,436.8942467167775,1.9009924885752458,348.41,4.0,-168.55784176007728,934.9387300657044,2031.5209979273031
50.0,2.5,0.6,0.2,True,930.5326813103343,436.8942467167775,1.9009924885752458,348.41,4.0,-168.55784176007728,934.9387300657044,2031.5209979273031
50.0,2.5,0.6,0.4,True,941.896460606117,433.7430560021114,1.941002741037585,344.63,3.0,-153.60268894398996,954.243451270479,2038.268453185151
50.0,2.5,0.6,0.6,True,932.9264430413242,405.93468522319637,2.0518730558423544,320.49,2.0,-48.9948495951985,898.8384464241888,2043.5204934268177
50.0,2.5,0.6,0.8,True,861.9955403860673,358.42140292660474,2.125976669261863,274.55,1.0,-63.77542084114157,857.8182592298868,1888.7969197377042
50.0,2.5,0.6,1.0,True,729.4926866445287,298.45584812942593,2.1091651934109463,215.15,1.0,-53.31036203843087,712.9727483895725,1572.778563634094
50.0,2.5,0.6,1.2,True,556.8332557653632,229.06870360589656,1.9943067235903442,151.31,1.0,-19.207695988452997,538.0771600369094,1199.6179229593577
50.0,2.5,0.6,1.4,True,375.38453804848285,152.00545025827893,1.8116754207205417,88.94,0.0,54.50678338764283,373.82670057232997,789.4959633985081
50.0,2.5,0.6,1.6,True,226.53173025068727,93.91452992286679,1.3473072841296168,39.07,0.0,64.90737547794754,202.320006643697,571.5324025332329
50.0,2.5,0.6,1.8,True,124.49132211841983,35.06995914829674,0.6983561633150438,6.91,0.0,86.23901123246236,114.01000052020889,301.52824938991444
50.0,2.5,0.6,2.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,0.9,0.0,True,335.22678176490115,172.74682009276722,1.361685162358308,93.76,2.0,-69.68691248022606,319.28578489803044,822.6660697069628
50.0,2.5,0.9,0.2,True,335.22678176490115,172.74682009276722,1.361685162358308,93.76,2.0,-69.68691248022606,319.28578489803044,822.6660697069628
50.0,2.5,0.9,0.4,True,336.92570763080397,171.84321007027742,1.3787318540773899,92.54,2.0,-65.90166431461103,329.2864884086866,823.3157058386332
50.0,2.5,0.9,0.6,True,330.9938844730033,160.7653210004293,1.4368390087834082,85.97,2.0,-32.32259006848858,325.96347197647844,802.5346228598214
50.0,2.5,0.9,0.8,True,305.4975372375057,143.04153881058295,1.4366284014158126,72.53,1.0,-36.9666301908087,307.832868889617,720.3257617211243
50.0,2.5,0.9,1.0,True,266.7232780714761,126.07629173207229,1.3223999197706708,56.85,0.0,8.209980914048401,256.8998912788051,653.4930885743436
50.0,2.5,0.9,1.2,True,222.2356945510505,101.17036988436982,1.208216345267461,39.94,0.0,13.064959591050183,214.80379056120591,478.950780335766
50.0,2.5,0.9,1.4,True,176.35020376231503,68.57526372669669,1.113378201017279,23.73,0.0,46.76721095692528,161.16880333335587,359.73363225627213
50.0,2.5,0.9,1.6,True,133.21550163253428,36.3917751166807,0.9127200178072511,10.08,0.0,82.29153208866819,121.23672152518508,256.6428149636973
50.0,2.5,0.9,1.8,True,104.77117313196905,10.731343081277224,0.44460167714637955,1.65,0.0,92.3922180286268,100.0,174.4891981780155
50.0,2.5,0.9,2.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.2,0.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.2,0.2,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.2,0.4,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.2,0.6,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.2,0.8,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.2,1.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.2,1.2,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.2,1.4,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.2,1.6,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.2,1.8,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.2,2.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.5,0.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.5,0.2,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.5,0.4,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.5,0.6,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.5,0.8,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.5,1.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.5,1.2,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.5,1.4,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.5,1.6,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.5,1.8,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
50.0,2.5,1.5,2.0,True,100.0,0.0,,0.0,0.0,100.0,100.0,100.0
